,ALink,SName,SLink,Lyric,Idiom
115,/10000-maniacs/,colonial wing,/10000-maniacs/the-colonial-wing.html,store house majesty well guarded sentry look free call rayless benighted age witch tallow candle shifted shifted shape pestle mortar ground poison seed lute suit jousting poem balladeer latin book copied golden script well hoarded away monastery crypt superstition superstition beyond belief mountain dune sea crude map compass lead caravan lead fleet here loot plunder bore home ivory tusk inlaid precious stone raw silk spice barrel load soft skin drum mallet human bone world wide rampage rampage greed tour concludes colonial wing room refined museum property early pair spectacle claw footed divan ornate clock bird strut half hour quarter hour hear chime,ENGLISH
116,/10000-maniacs/,earth pressed flat,/10000-maniacs/earth-pressed-flat.html,detroit laboston san francisco first ocean plane billion star lay circle slowly jfk much see inside week came looking something new try press flat inside day old dominion saturday arlington eternal flame sunday tour niagara fall mist monday ill heading south new orleans cajun sound tuesday tupelo elvis home try press flat inside day wonderful stay mule grand canyon ride wednesday hope denver day friday ride washington glacial mountain sun hop train canada east came looking something new try press flat inside day wonderful stay,ENGLISH
117,/10000-maniacs/,latin one,/10000-maniacs/the-latin-one.html,bent double old beggar sack knockkneed cursing coughing hag men marched sleeping without boot fatigue drunken deaf still hoot breaking gas shell dropping softly behind limped bloodshod went lame went blind gas quick boy fumbling helmet someone still screaming man fire lime grey cloud dim dark green light dreaming helpless sight plunge choking guttering drowning put wagon keep pace eye melt face could hear blood gurgling ruptured lung could witness vile sore innocent tongue would tell pride zest lie history dulce et decorum est pro patria mori desperate glory pro patria mori witness disturbs story pro patria mori stand firm boy breathe glory,ENGLISH
118,/10000-maniacs/,lions share,/10000-maniacs/the-lions-share.html,music natalie merchant dennis drewwords natalie merchant unhappy look see beast fur crowned luxury he wealthy man poorest land selfappointed king there complaining he reigning lamb bare fleece cold lion stolen told must creature mighty lamb hungry fair biggest portion lion share must creature mighty unhappy listen agree word shame tame lamb bare fleece cold lion stolen told must creature mighty lamb hungry fair biggest portion lion share must creature mighty razor claw velvet paw dunce guarded home til stronger beast call pounce upon throne pay dearly lion take greedily he taken thats wealth divided among lamb king beast onesided lamb king beast live onesided,ENGLISH
119,/10000-maniacs/,painted desert,/10000-maniacs/the-painted-desert.html,painted desert wait till summer weve played game imagine long enough wait till summer sure rain ended bloom gone everyone killed morning frost cactus blooming every roadside stand big deal cowboy gear japan painted desert wait till summer weve played game imagine long enough wait till summer sure rain ended bloom gone everyone killed morning frost cactus blooming upon northern rim ruin hopi mesa den met new friend canyon wrote blanket cooling sand friend agreed star many seemed overlap painted desert wait till summer weve played game imagine long enough wait till summer sure rain ended bloom gone everyone killed morning frost cactus blooming watched native boy flagstaff trailer court wrote line kicked tumbleweed mother called home arizona moon met arizona sun wanted may latest isnt plan changed mind havent read word since phoenix tucson april tell long,ENGLISH
120,/10000-maniacs/,days,/10000-maniacs/these-are-days.html,day youll remember never never since promise whole world warm feel youll true blessed lucky true touched something grow bloom day youll remember may rushing desire part miracle see every hour youll true blessed lucky true touched something grow bloom day day might fill laughter break day might feel shaft light make way across face youll meant see sign meaning youll meant hear sign theyre speaking,ENGLISH
121,/10000-maniacs/,days,/10000-maniacs/these-days.html,jackson browne ive walking much talking day day day seem think lot thing forgot chance lover well think ill risk another day day seem afraid live life made song well ive losing long looongwell stop dreaming wont much scheming day day day sit cornerstone count quarter tos til ten friend please confront failure forgotten,ENGLISH
122,/10000-maniacs/,time turns,/10000-maniacs/time-turns.html,saw turn much unlearn envy wouldnt say tore heart string sorry day dark light hid tear one year love reason reason never turn love overflow spoken sooner sorry day arm open wondered wondered five year passed day heals people say hurt one love also hurting turn turning thought youd never reach sorry day arm open wide wondered,ENGLISH
123,/10000-maniacs/,sir love,/10000-maniacs/to-sir-with-love.html,[original version lulu] schoolgirl day telling tale biting nail gone mind still live thank someone taken crayon perfume isnt easy ill try wanted sky would write across sky letter would soar thousand foot high sir love closing book long last look must end leave leaving best friend friend taught right wrong weak strong thats lot learn give return wanted moon would try make start would rather let give heart sir love awkward year hurried fly away sir child grow people one day take place climbing tree dirty knee world outside buy wanted world id surround wall id scrawl word letter ten foot tall sir love,ENGLISH
124,/10000-maniacs/,tolerance,/10000-maniacs/tolerance.html,merchant still silence torn violence loud breaking sound night made hear grow hear fade sound hearing sound fearing hate parade street coming within bound within reach inside place hide away hear near hope turn away turn away there something seething air breathing learn slash burn method use set flame burn new overpowered kneel cower cover head feel threat blow damage done wake inside place hide away hear near although mile away hear near hope turn away turn away house divided live inside hate dwelling place behind door fitful night hear walk floor hear rave moan drag along ball chain move house cant escape inside place hide away hear near hope turn away turn away,ENGLISH
125,/10000-maniacs/,trouble,/10000-maniacs/trouble-me.html,trouble disturb care worry trouble day feel spent let shoulder bend underneath burden back sturdy strong trouble speak mislead calm feel mean storm swelling there telling start end speak building thick brick wall defend silence greatest fear let shoulder bend underneath burden back sturdy strong speak let look inside eye learning please hide tear let send sleep stop turning tossing let hurt heal spare spare anything troubling trouble disturb care worry speak let word build shelter storm lastly let mend there honestly sweet friend see trust offering trouble,ENGLISH
126,/10000-maniacs/,verdi cries,/10000-maniacs/verdi-cries.html,natalie merchant piano grolnickcello dennis karmazynviola novibass bob magnussonstring arrangement david campbell man take tea alone morning rise wireless verdi cry hearing opera door soul men woman impassioned voice climb fall battle trumpet call fill bath climb inside singing touch pastry every day bring gold breakfast tray steal away eat shore draw jackalheaded woman sand sing lover fate sealed jealous hate wash hand sea three day id learned entire score aida holiday must end memory taken home opera stolen tea sand drawing verging sea year ago,ENGLISH
127,/10000-maniacs/,whats matter,/10000-maniacs/whats-the-matter-here.html,young boy without name anywhere id face city kid favorite ive seen see every day seen run outside looking place hide father kid half naked said whats matter tired excuse everbody us he kid stay gave right live morgan street ten foot mother never see scream cussing hear every day threat mind beat behind slap slap silly made say whats matter tired excuse everybody us he kid see fit approve flesh blood tired excuse everybody us he kid see fit approve flesh blood sit chair straight ill take belt around waist think wont use answer take could awful crime could young age witness madness offer word balance see hear cold rude thing suppose belongs instead love feel warmth youve given cut sore wont heal age want say whats matter dare say whats matter dare say,ENGLISH
128,/10000-maniacs/,walked clouds,/10000-maniacs/when-we-walked-on-clouds.html,everybodys wondering came everybodys worrying bout theyre gonna whole thing done nobody certain think ill let mystery say gone gone forever say theyre gonna back say rest arm savior sinful way lack say theyre comin back garden bunch carrot little sweet pea think ill let mystery say theyre going place called glory aint sayin aint fact ive heard road purgatory sound believe love live life accordingly choose let mystery,ENGLISH
129,/10000-maniacs/,knows time goes,/10000-maniacs/who-knows-where-the-time-goes.html,across evening sky bird leaving winter fire still dreaming thought sad deserted shore fickle friend leaving ah still thought leaving count alone love near storm winter bird spring fear love grows,ENGLISH
130,/10000-maniacs/,wildwood flower,/10000-maniacs/wildwood-flower.html,twine mingles raven black hair rose red lily fair myrtle bright emerald dew pale lyder eye light blue oh promised love promised love cherish always others woke dream idol clay passion loving vanished away oh taught love called flower blossom cheer life weary hour gone left alone wild flower weep wild bird mourn dance ill sing life shall gay charm every heart crown shall sway though heart breaking never shall name make tremble pale cheek glow dance ill sing heart gay ill banish weeping drive trouble away ill live yet see regret dark hour neglected frail wildwood flower,ENGLISH
131,/10000-maniacs/,happy puppet,/10000-maniacs/you-happy-puppet.html,music robert buckwords natalie merchant teach happy puppet dancing string learn everything along slavish funnery tell something world insane making sane let another man tug thread pull nodding head teach happy puppet dancing string manage live inside tiny stage cant leave tell something world insane making sane let another man tug thread pull nodding head dullard strung wire master gone hang eye limb lifeless teach happy puppet dancing string manage speak mouth frozen grin dullard strung wire master gone hang eye limb lifeless tell something world insane making sane let another man tug thread pull empty wooden head hollow head marble eye wooden hand metal jaw pin wait limbo man move way,ENGLISH
132,/10000-maniacs/,wont find,/10000-maniacs/you-wont-find-me-there.html,id make stay eye still search escape think feel cold wait confession unfold youll never make living reading mind getting direction exit sign look heart wont find wont find hide make u matter tree exposed fall reveals tell want everything stuck knee le likely pushed forward ambition breeze there flame must fanned appears beckoning hand think cause talking kind youve getting direction exit sign look heart wont find,ENGLISH
133,/12-stones/,world cold,/12-stones/world-so-cold.html,start pain followed hate fueled endless question one answer stain cover heart tear apart sleeping cancer believe men born killer believe world saved start innocent child thorn heart kind world live love divided hate loosing control feeling must dreaming life away world cold sane wheres shame moment pass cannot rewind who blame start cure sickness heart believe men born killer believe world cant saved start innocent child thorn heart kind world live love divided hate selling soul reason must dreaming life away world cold world cold there sickness inside want escape feeling cant find way many must fall knee never never never never never start pain followed hate believe men born killer believe world cant saved kind world live love divided hate losing control feeling dreaming life away kind world live love divided hate selling soul reason must dreaming life away world cold world cold,ENGLISH
134,/12-stones/,broken,/12-stones/broken.html,freedom alone alone patiently waiting phone hoping call home pain inside love denied hope dream swallowed pride everything need lie cause broken need cause deep inside broken see way live heart broken turn away need broken take pain away question chose die knew truth would deny look tear begin fall faith blind fail daily sin take life cause broken need cause deep inside broken see way live heart broken turn away need broken take pain away hate deep inside slowly covering eye thing hide away fear holding heart cold believe nothing gonna change broken let cause broken need cause deep inside broken see way live heart broken turn away need broken take pain away broken broken broken broken,ENGLISH
135,/12-stones/,leaf loser,/12-stones/3-leaf-loser.html,biting hand feed lying voice inside reach beg something life lesson take given feeding self destruction waiting explode sign resolution life lesson take given need direction find way listen killing killing mind matter stop listen bend breakdown dying free within youd see life lesson take given forcing self solution fall line find answer life lesson take given falling ground left face recall mirror ugly glare,ENGLISH
136,/12-stones/,anthem underdog,/12-stones/anthem-for-the-underdog.html,say cant imagine wait across line thought still standing tired backing feelin pain thousand heart hell back wont take try hard bring cant break broken still seem understand turn see feel feel knocked feeling pain thousand heart youve hell back cant take remember feeling feel alive see eye feeling beat thousand heart coming back life make remember feeling remember,ENGLISH
137,/12-stones/,adrenaline,/12-stones/adrenaline.html,heart beating faster cant control feeling anymore ive waited long enough want anyone step deliver want see blood pumping gonna minute love wanna see push shove ill show far loose control feeling cant control feeling anymore believe heart racing cant seem enough dreaming drug adrenaline feel ooooh heart beating faster adrenaline reach limit feel taking head spinning seems hardly breathe taste drug wanna leave want let see put fist air minute love wanna see push shove ill show far loose control feeling cant control feeling anymore believe heart racing cant seem enough dreaming drug adrenaline feel ooooh heart beating faster heart beating faster cant control feeling anymore ive waited long enough want anyone step deliver want see blood pumping gonna feeling cant control feeling anymore believe heart racing cant seem enough dreaming drug adrenaline feel ooooh heart beating faster minute love heart beating faster,ENGLISH
138,/12-stones/,anthem underdog picture perfect sessions,/12-stones/anthem-for-the-underdog-picture-perfect-sessions.html,say cant imagine wait across line thought still standing tired backing feeling pain thousand heart hell back wont take try hard bring cant break broken still seem understand turn see feel feel knocked feeling pain thousand heart youve hell back cant take remember feeling feel alive see eye feeling beat thousand heart coming back life make remember feeling remember,ENGLISH
139,/12-stones/,picture perfect,/12-stones/picture-perfect.html,looking light darkness something fool searching hope hopeless something inside keep stumbling pride dying believe went away thought would end today feel fight deep inside giving way wanna give getting really hard give away nothing coming back everything seemed fine going back picture perfect place mine wont believe somethings wrong true cant lose thing there nothing lose nothing keep chasing dream give thing trying achieve went away thought would end today feel fight deep inside giving way wanna give getting really hard give away nothing coming back everything seemed fine going back picture perfect place mine went away thought would end today feel fight deep inside giving way wanna give getting really hard give away nothing coming back everything seemed fine going back perfect place mine dying eye reach make mine going back picture perfect place mine,ENGLISH
140,/12-stones/,bitter,/12-stones/bitter.html,mother mother hear mei keep trying find show endless question hopeless ending bitter pill pushing away feel there nothing left say pretend look way end okay okay father father cry silent turning colder frozen deeper numb dream sleeping within face another day wont let stay asleep lost among dream always comfort find foot wont show need need walk,ENGLISH
141,/12-stones/,,/12-stones/it-was-you.html,showed taught stand real sick pain tired shame felt showed way never doubt always believe see showed taught stand real breathing first leavin behind ill become sorry way cant take away past loved anyway want everything even though wont erase foolish thing ive done thing blinded see showed taught stand real breathing first leavin behind ill stand real make ill fight ill push ill strive living life ill fight ill push ill strive cant see showed taught stand real breathing first leavin behind ill become see writing wall begin crawl away ill become,ENGLISH
142,/12-stones/,back,/12-stones/back-up.html,hear word say see way look whats mind stand back stay away fear hold inside whats weighing mind there nothing stand back reaching youve fallen short still following chance bring there nothing left stay away cant stand see face youll never take place there nothing stand back stay away feel hate push see thing cant see whats mind stand back thing say thing believe try bring stand back stay away,ENGLISH
143,/12-stones/,waiting yesterday,/12-stones/waiting-for-yesterday.html,long way back reality put another brick wall shame made long ago trying figure thing went wrong searching lie told somehow missed thing needed day spent wondering life cold nothing ever change screaming attention watch sun steal yesterday hiding emotion far away trying find self confidence another broken heart behind painless smile show reminded yesterday far gone tomorrow still miracle somehow missed thing needed day spent wondering life cruel nothing ever change tomorrow still miracle,ENGLISH
144,/12-stones/,blind,/12-stones/blind.html,okay patiently wait sit hoping saved late dark see blinded eye cant see walk away cause already gone dark light one brings back life wont okay alone cause love always hard find without lately blind awake saw dream came never turned away okay somethings gotta change cause light still feel cant see walk away tell wrong dark light one brings back life wont okay alone life choose losing losing unfair cause love always hard find without lately blind stumble let fall maybe love ill take whatever brings back nobody make feel please ever let lose light dark light one brings back life wont okay alone life choose losing losing unfair cause love always hard find without lately blind see open eye without lately blind okay patiently wait,ENGLISH
145,/12-stones/,blessing,/12-stones/blessing.html,offer hand spit face blinded failure cant face shame wall fortress tumbling cry savior one around paint picture thing went wrong cause violence play favorite song swim void black soul never forget youve lost control never change lie never hide truth pain blessing disguise shiver thought ill see way fall grace glued past moth flame hide cant shift blame fall gain never forget youve caused pain feel burning deep inside behind veil never take control never change lie never hide truth pain blessing disguise shiver thought ill see way fall grace never change never change never change never change youve lost control never change lie never hide truth pain blessing disguise shiver thought ill see way fall grace,ENGLISH
146,/12-stones/,way feel,/12-stones/the-way-i-feel.html,lately ive wandering narrow path youve given many thing ive never always pull reach deep inside youll see heart true cause hate way feel tonight need life yes hate way feel inside promise make sacrifice yeah world pulling day feel odd man begin pray spiteful eye watching everything midst darkness lord spirit call cause hate way feel tonight need life yes hate way feel inside promise make sacrifice yeah sometimes deep inside feel cause hate way feel tonight need life yes hate way feel inside promise make sacrifice yes hate way feel tonight need life yeah way feel way way feel,ENGLISH
147,/12-stones/,arms stranger,/12-stones/arms-of-a-stranger.html,came home early see couldnt wait hold ive away long walked doorway heart shattered find alone break piece mistake finally see everything thought lie love dieing arm stranger day seem much longer without never seems better ill try hold together cant wait day fade memory yeah break piece mistake finally see everything thought lie love dieing arm stranger arm stranger arm stranger break piece mistake finally see everything thought lie love dieing arm stranger break piece mistake finally see everything thought lie love dieing arm stranger break mistake everything thought lie love dieing arm stranger came home early see couldnt wait hold arm stranger,ENGLISH
148,/12-stones/,far away,/12-stones/far-away.html,something keep pulling feel losing ground trying find reason losing sense real willing believe something forgetting believe find place mind fall away chorus feeling far away hating every day waiting see image follow road trying find purpose fading faster every day willing believe something forgetting believe find place mind fall away chorus feel losing yesterday slipped away didnt wanted give leave nothing waiting dreaming yesterday slipped away didnt waiting let back chorus feeling far away juniorshould,ENGLISH
149,/12-stones/,night,/12-stones/for-the-night.html,there everybodys life nothing going right take chance take step ledge take good look realize night putting fight ive opened eye see world never knew put past away take life reel learn live alive open mind break away everything thats stopping night putting fight ive opened eye see world never knew fly kiss fear goodbye take control realize world made there everybodys life nothing going right take chance take step ledge take good look realize night putting fight ive opened eye see world never knew fly kiss fear goodbye take control realize world made,ENGLISH
150,/12-stones/,broken road,/12-stones/broken-road.html,move slowly gone havent heard voice quite sometime still see face cannot erase thing youve done way caught hangin gone moved feel sorry cant see bleeding wont bleed anymore held long let end broken road hurt hear truth well maybe never meant cannot replace tear disgrace run cause running truth gone moved feel sorry cant see bleeding wont bleed anymore held long let end broken road ive ever known cannot replace tear disgrace wont bleed anymore gone moved feel sorry cant see bleeding wont bleed anymore held long let end broken road bymilena vieira,ENGLISH
151,/12-stones/,killer,/12-stones/the-killer.html,say love hate desecrate break smile feel creeping closer rich taking blood fire lung killer take control body soul everything dy trapped hell cant contain misery becomes pain survive swear hate excuse anger swallow whole feel creeping closer rich taking blood fire lung killer take control body soul everything dy trapped hell cant contain misery becomes pain survive killer take control body soul everything dy trapped hell cant contain misery becomes pain survive,ENGLISH
152,/12-stones/,long,/12-stones/how-long.html,seems simple plant seed let grow cant control way continue sold doesnt matter told trusting insincere leave hopeless long finally wake living world made much real gonna long always getting one day older one wheel yeah getting letting story ending even told doesnt matter choice made trusting insincere leave hopeless long finally wake living world made much real gonna long always getting one day older one wheel yeah long gonna let em pull without fight gonna let em pull without fight long finally wake living world made much real gonna long always getting one day older one wheel yeah,ENGLISH
153,/12-stones/,photograph,/12-stones/photograph.html,fear fall hard rain washing say nothing ever change believe fall deep inside nothing left see weakness fill heart put rest chorus forfeit everything cause never strong enough close eye pray give try see face photograph voice calling nothing left try find place waiting breathe weakness take heart put rest locked inside chorus forget thing said fight lie inside head deny try bring kill pain emptiness find love lose without life memory locked inside,ENGLISH
154,/12-stones/,infected,/12-stones/infected.html,pathetic million way desperate disgrace strung proud big mouth gone far change brainwashed hollywood spreading neighborhood built burnt watch gotten blood running running running feel weak feel numb enough poison weve injected living world infected let tell disconnected sick living world infected systematic livin haze sleeping live grenade blacked face sound blowin place long endure weve tainted thats pure selfish high risk death wish one find cure running running running feel weak feel numb enough poison weve injected living world infected let tell disconnected sick living world infected,ENGLISH
155,/12-stones/,bulletproof,/12-stones/bulletproof.html,blood water cut longer bring even bother ive seen enough take love hate pride bottled inside let gonna let bang feeling superhuman bang invincible bulletproof bang revolution bang invincible bulletproof bulletproof fight made stronger could never turn back point finger word longer bring finally taking truth surfaced around day going risen cant found love hate pride bottled inside let gonna let bang feeling superhuman bang invincible bulletproof bang revolution bang invincible bulletproof bulletproof instrumental bulletproof bulletproof instrumental superhuman revolution love hate pride bottled inside let gonna let bang feeling superhuman bang invincible bulletproof bang revolution bang invincible bulletproof bang feeling superhuman bang invincible bulletproof bang revolution bang invincible bulletproof love hate pride bottled inside love hate pride bottled inside love hate pride bottled inside let gonna let,ENGLISH
156,/12-stones/,voodoo doll,/12-stones/voodoo-doll.html,pull string wanna died crowned king take way far pain take take yeah lighting candle flying handle crystal ball lying cant control cant hold fire voodoo doll victim strangled cloth think underneath spell voodoo voodoo playing dirty magic black pulling needle back think cursed wont fall cause voodoo voodoo doll haunt dream called power seems darkest hour mine face take take yeah lighting candle flying handle crystal ball lying cant control cant hold dying fire voodoo doll victim strangled cloth think underneath spell voodoo voodoo playing dirty magic black pulling needle back think cursed wont fall cause voodoo voodoo doll pull string wanna died crowned king voodoo doll victim strangled cloth think underneath spell voodoo voodoo playing dirty magic black pulling needle back think cursed wont fall cause voodoo voodoo doll yeah voodoo doll voodoo voodoo,ENGLISH
157,/12-stones/,pretty poison,/12-stones/pretty-poison.html,say love burn easy let standing end lifted tearing feeding rage hide within finally locked ever let pretty poison vein away away need anymore trap haunt trick reason always give pushed edge lifted tearing feeding rage hide within finally locked ever let pretty poison vein away away wont leave one day one day pretty poison vein away away need anymore leave alone leave alone voice inside head leave alone leave alone voice inside head pretty poison vein away away wont leave one day one day pretty poison vein away away wont leave one day one day pretty poison vein away away need anymore,ENGLISH
158,/12-stones/,leaf loser,/12-stones/3-leaf-loser.html,biting hand feed lying voice inside reach beg something life lesson take given feeding self destruction waiting explode sign resolution life lesson take given need direction find way listen killing killing mind matter stop listen bend breakdown dying free within youd see life lesson take given forcing self solution fall line find answer life lesson take given falling ground left face recall mirror ugly glare,ENGLISH
159,/12-stones/,adrenaline,/12-stones/adrenaline.html,heart beating faster cant control feeling anymore ive waited long enough want anyone step deliver want see blood pumping gonna minute love wanna see push shove ill show far loose control feeling cant control feeling anymore believe heart racing cant seem enough dreaming drug adrenaline feel ooooh heart beating faster adrenaline reach limit feel taking head spinning seems hardly breathe taste drug wanna leave want let see put fist air minute love wanna see push shove ill show far loose control feeling cant control feeling anymore believe heart racing cant seem enough dreaming drug adrenaline feel ooooh heart beating faster heart beating faster cant control feeling anymore ive waited long enough want anyone step deliver want see blood pumping gonna feeling cant control feeling anymore believe heart racing cant seem enough dreaming drug adrenaline feel ooooh heart beating faster minute love heart beating faster,ENGLISH
160,/12-stones/,anthem underdog,/12-stones/anthem-for-the-underdog.html,say cant imagine wait across line thought still standing tired backing feelin pain thousand heart hell back wont take try hard bring cant break broken still seem understand turn see feel feel knocked feeling pain thousand heart youve hell back cant take remember feeling feel alive see eye feeling beat thousand heart coming back life make remember feeling remember,ENGLISH
161,/12-stones/,anthem underdog picture perfect sessions,/12-stones/anthem-for-the-underdog-picture-perfect-sessions.html,say cant imagine wait across line thought still standing tired backing feeling pain thousand heart hell back wont take try hard bring cant break broken still seem understand turn see feel feel knocked feeling pain thousand heart youve hell back cant take remember feeling feel alive see eye feeling beat thousand heart coming back life make remember feeling remember,ENGLISH
162,/12-stones/,arms stranger,/12-stones/arms-of-a-stranger.html,came home early see couldnt wait hold ive away long walked doorway heart shattered find alone break piece mistake finally see everything thought lie love dieing arm stranger day seem much longer without never seems better ill try hold together cant wait day fade memory yeah break piece mistake finally see everything thought lie love dieing arm stranger arm stranger arm stranger break piece mistake finally see everything thought lie love dieing arm stranger break piece mistake finally see everything thought lie love dieing arm stranger break mistake everything thought lie love dieing arm stranger came home early see couldnt wait hold arm stranger,ENGLISH
163,/12-stones/,back,/12-stones/back-up.html,hear word say see way look whats mind stand back stay away fear hold inside whats weighing mind there nothing stand back reaching youve fallen short still following chance bring there nothing left stay away cant stand see face youll never take place there nothing stand back stay away feel hate push see thing cant see whats mind stand back thing say thing believe try bring stand back stay away,ENGLISH
164,/12-stones/,bitter,/12-stones/bitter.html,mother mother hear mei keep trying find show endless question hopeless ending bitter pill pushing away feel there nothing left say pretend look way end okay okay father father cry silent turning colder frozen deeper numb dream sleeping within face another day wont let stay asleep lost among dream always comfort find foot wont show need need walk,ENGLISH
165,/12-stones/,blessing,/12-stones/blessing.html,offer hand spit face blinded failure cant face shame wall fortress tumbling cry savior one around paint picture thing went wrong cause violence play favorite song swim void black soul never forget youve lost control never change lie never hide truth pain blessing disguise shiver thought ill see way fall grace glued past moth flame hide cant shift blame fall gain never forget youve caused pain feel burning deep inside behind veil never take control never change lie never hide truth pain blessing disguise shiver thought ill see way fall grace never change never change never change never change youve lost control never change lie never hide truth pain blessing disguise shiver thought ill see way fall grace,ENGLISH
166,/12-stones/,blind,/12-stones/blind.html,okay patiently wait sit hoping saved late dark see blinded eye cant see walk away cause already gone dark light one brings back life wont okay alone cause love always hard find without lately blind awake saw dream came never turned away okay somethings gotta change cause light still feel cant see walk away tell wrong dark light one brings back life wont okay alone life choose losing losing unfair cause love always hard find without lately blind stumble let fall maybe love ill take whatever brings back nobody make feel please ever let lose light dark light one brings back life wont okay alone life choose losing losing unfair cause love always hard find without lately blind see open eye without lately blind okay patiently wait,ENGLISH
167,/12-stones/,broken,/12-stones/broken.html,freedom alone alone patiently waiting phone hoping call home pain inside love denied hope dream swallowed pride everything need lie cause broken need cause deep inside broken see way live heart broken turn away need broken take pain away question chose die knew truth would deny look tear begin fall faith blind fail daily sin take life cause broken need cause deep inside broken see way live heart broken turn away need broken take pain away hate deep inside slowly covering eye thing hide away fear holding heart cold believe nothing gonna change broken let cause broken need cause deep inside broken see way live heart broken turn away need broken take pain away broken broken broken broken,ENGLISH
168,/12-stones/,broken road,/12-stones/broken-road.html,move slowly gone havent heard voice quite sometime still see face cannot erase thing youve done way caught hangin gone moved feel sorry cant see bleeding wont bleed anymore held long let end broken road hurt hear truth well maybe never meant cannot replace tear disgrace run cause running truth gone moved feel sorry cant see bleeding wont bleed anymore held long let end broken road ive ever known cannot replace tear disgrace wont bleed anymore gone moved feel sorry cant see bleeding wont bleed anymore held long let end broken road bymilena vieira,ENGLISH
169,/12-stones/,brokenwwe mix,/12-stones/broken-wwe-mix.html,alone alone patiently waiting phone hoping call home pain inside love denied hope dream swallowed pride everything need lie youcause broken need cause deep inside broken see way live heart broken turn away need broken take pain awayi question chose die knew truth would deny look tear begin fall faith blind fail daily sin take lifeall hate deep inside slowly covering eye thing hide away fear holding heart cold believe nothing gonna change broken,ENGLISH
170,/12-stones/,bulletproof,/12-stones/bulletproof.html,blood water cut longer bring even bother ive seen enough take love hate pride bottled inside let gonna let bang feeling superhuman bang invincible bulletproof bang revolution bang invincible bulletproof bulletproof fight made stronger could never turn back point finger word longer bring finally taking truth surfaced around day going risen cant found love hate pride bottled inside let gonna let bang feeling superhuman bang invincible bulletproof bang revolution bang invincible bulletproof bulletproof instrumental bulletproof bulletproof instrumental superhuman revolution love hate pride bottled inside let gonna let bang feeling superhuman bang invincible bulletproof bang revolution bang invincible bulletproof bang feeling superhuman bang invincible bulletproof bang revolution bang invincible bulletproof love hate pride bottled inside love hate pride bottled inside love hate pride bottled inside let gonna let,ENGLISH
171,/12-stones/,bury,/12-stones/bury-me.html,open eye see find chance passed u lost mind see prison paradise honestly want bury bury dare make believe better dare think saw cry pain alibi lost control id rather die life knowing blame honestly wont change thing bury bury dare make believe better dare bury bury dare make believe better dare pain pulled pain run end bury bury dare make believe better dare bury bury dare make believe better dare open eye see find,ENGLISH
172,/12-stones/,crash,/12-stones/crash.html,lie tossing bed lost fear remembering said try hide truth within mask show face still lie deny meet feel falling farther every day watching feel drowning wave crashing love set free find truth found search hope finding much try deny prove heart true feel falling farther every day watching feel drowning wave crashing love set free hear voice calling inside life living there nothing left mind slowly fading far away start crawling watching feel falling farther every day watching feel drowning wave crashing love set free por rafael_lm,ENGLISH
173,/12-stones/,disappear,/12-stones/disappear.html,paint perfect picture everything thought would here truth never easy strike match light fuse everything flame here truth gonna kill facing demon leaving behind see reason wanna move ill last one standing tasting tear drowning sorrow ill disappear tearing picture thats left wasted memory bitter ending must thousand way could watch world crashing found one thats gonna kill facing demon leaving behind see reason wanna move ill last one standing tasting tear drowning sorrow ill disappear stay thing ill lose gotta let gotta let stay thing ill lose gotta let gotta let wanna move ill last one standing tasting tear drowning sorrow ill disappear wanna ill disappear wont came back never coming back ill disappear,ENGLISH
174,/12-stones/,drowning,/12-stones/drowning-in-me.html,sometimes feel alone kid without name despite scar let show one really face happiness mask choose wear hide hurt cause there fire burn deep inside flame rage fueled pride yes need let consuming lie bottle hand night life ive walked road ive nowhere ive going someone someday might wait happiness mask choose wear hide hurt cause there fire burn deep inside flame rage fueled pride yes need let consuming lie bottle hand night drowning,ENGLISH
175,/12-stones/,enemy,/12-stones/enemy.html,see look look eye youve enemy sight believe war forced see wrong think aint seen nothin yet back wall guard begin fall there sympathy enemy enemy wanting believe scared whats coming begin see weak show teeth wont hide fear growing underneath seethrough pride think aint seen nothin yet back wall guard begin fall there sympathy enemy enemy think aint seen nothin yet back wall guard begin fall there sympathy enemy enemy push end feel better much better much better enemy,ENGLISH
176,/12-stones/,erics song,/12-stones/erics-song.html,sometimes feel far away lost inside thought say need every day push pull run far away ill sick tired living way sick tired alone sick tired running love sometimes feel far away lost inside mind wont help find way need every day push pull run far away ill sick tired living way sick tired alone sick tired running love ill sick tired living way sick tired alone ill sick tired living way sick tired alone sick tired running love well sick sick sick tired baby,ENGLISH
177,/12-stones/,fade away,/12-stones/fade-away.html,need feel exactly inside feel alone try find better life somewhere far away need believe wont afraid need ashamed believe anything say turn walk away wont fade away wont fade away find road walked alone try find better life somewhere far away need believe wont afraid need ashamed believe anything say turn walk away wont fade away wont fade away wont fade away wont fade away try make fade away try make fade away try make fade away try make fade wont afraid need ashamed believe anything say turn walk away wont fade away wont fade away wont fade away wont fade away,ENGLISH
178,/12-stones/,fallen,/12-stones/fallen.html,turn away love feel far away need wont hold arm tonight cause lord need feel low whisper say anything want wont hold arm tonight cause lord need wont open world wont show turn wont teach need wont open world wont show turn wont teach need love cause shine brighter star last eternity wont hold arm tonight cause lord need pardon ive fallen pray youll understand pardon ive fallen pray youll understand need,ENGLISH
